model,query_patent,query_title,query_cpc_subclass,rank,retrieved_patent,retrieved_title,retrieved_cpc_subclass,similarity,same_cpc
BGE-base-en-v1.5,9983897.0,MAINTAINING VIRTUAL MACHINES FOR CLOUD-BASED OPERATORS IN A STREAMING APPLICATION IN A READY STATE,G06F,2,,"DATA PROCESSING DEVICE, DATA COMMUNICATION DEVICE, COMMUNICATION SYSTEM, DATA PROCESSING METHOD, DATA COMMUNICATION METHOD, AND PROGRAM",H04L,0.5865604281425476,False
BGE-base-en-v1.5,9983897.0,MAINTAINING VIRTUAL MACHINES FOR CLOUD-BASED OPERATORS IN A STREAMING APPLICATION IN A READY STATE,G06F,3,9578036.0,Access Revocation,G06F,0.5841236114501953,True
BGE-base-en-v1.5,,Methods of Treating Diseases,G06F,1,,"POWER-SAVING CONTROL SYSTEM, CONTROL DEVICE, CONTROL METHOD, AND CONTROL PROGRAM FOR SERVER EQUIPPED WITH NON-VOLATILE MEMORY",G06F,0.5770564079284668,True
BGE-base-en-v1.5,,Methods of Treating Diseases,G06F,2,,"DATA PROCESSING DEVICE, DATA COMMUNICATION DEVICE, COMMUNICATION SYSTEM, DATA PROCESSING METHOD, DATA COMMUNICATION METHOD, AND PROGRAM",H04L,0.5704525113105774,False
BGE-base-en-v1.5,,Methods of Treating Diseases,G06F,3,,METHOD OF FORMING SOLDER BUMPS ON SOLID STATE MODULE INCLUDING PRINTED CIRUCUIT BOARD,H01L,0.567735493183136,False
BGE-base-en-v1.5,9443841.0,ELECTROSTATIC DISCHARGE PROTECTION STRUCTURE CAPABLE OF PREVENTING LATCH-UP ISSUE CAUSED BY UNEXPECTED NOISE,H01L,1,9793221.0,SEMICONDUCTOR DEVICE MOUNTING METHOD,H01L,0.6115044951438904,True
BGE-base-en-v1.5,9443841.0,ELECTROSTATIC DISCHARGE PROTECTION STRUCTURE CAPABLE OF PREVENTING LATCH-UP ISSUE CAUSED BY UNEXPECTED NOISE,H01L,2,,METHOD OF FORMING SOLDER BUMPS ON SOLID STATE MODULE INCLUDING PRINTED CIRUCUIT BOARD,H01L,0.5898678302764893,True
BGE-base-en-v1.5,9443841.0,ELECTROSTATIC DISCHARGE PROTECTION STRUCTURE CAPABLE OF PREVENTING LATCH-UP ISSUE CAUSED BY UNEXPECTED NOISE,H01L,3,9425060.0,Method for Fabricating Multiple Layers of Ultra Narrow Silicon Wires,H01L,0.5867554545402527,True
BGE-base-en-v1.5,,SUBSTRATE FOR ORGANIC ELECTRONIC DEVICE,H01L,1,9793221.0,SEMICONDUCTOR DEVICE MOUNTING METHOD,H01L,0.5915875434875488,True
BGE-base-en-v1.5,,SUBSTRATE FOR ORGANIC ELECTRONIC DEVICE,H01L,2,,METHOD OF FORMING SOLDER BUMPS ON SOLID STATE MODULE INCLUDING PRINTED CIRUCUIT BOARD,H01L,0.5900863409042358,True
BGE-base-en-v1.5,,SUBSTRATE FOR ORGANIC ELECTRONIC DEVICE,H01L,3,9443841.0,ELECTROSTATIC DISCHARGE PROTECTION STRUCTURE CAPABLE OF PREVENTING LATCH-UP ISSUE CAUSED BY UNEXPECTED NOISE,H01L,0.5646158456802368,True
BGE-base-en-v1.5,9793221.0,SEMICONDUCTOR DEVICE MOUNTING METHOD,H01L,1,,METHOD OF FORMING SOLDER BUMPS ON SOLID STATE MODULE INCLUDING PRINTED CIRUCUIT BOARD,H01L,0.685592770576477,True
BGE-base-en-v1.5,9793221.0,SEMICONDUCTOR DEVICE MOUNTING METHOD,H01L,2,9443841.0,ELECTROSTATIC DISCHARGE PROTECTION STRUCTURE CAPABLE OF PREVENTING LATCH-UP ISSUE CAUSED BY UNEXPECTED NOISE,H01L,0.6115044951438904,True
BGE-base-en-v1.5,9793221.0,SEMICONDUCTOR DEVICE MOUNTING METHOD,H01L,3,9425060.0,Method for Fabricating Multiple Layers of Ultra Narrow Silicon Wires,H01L,0.6044204831123352,True
BGE-base-en-v1.5,,METHOD OF FORMING SOLDER BUMPS ON SOLID STATE MODULE INCLUDING PRINTED CIRUCUIT BOARD,H01L,1,9793221.0,SEMICONDUCTOR DEVICE MOUNTING METHOD,H01L,0.685592770576477,True
BGE-base-en-v1.5,,METHOD OF FORMING SOLDER BUMPS ON SOLID STATE MODULE INCLUDING PRINTED CIRUCUIT BOARD,H01L,2,9425060.0,Method for Fabricating Multiple Layers of Ultra Narrow Silicon Wires,H01L,0.5906771421432495,True
BGE-base-en-v1.5,,METHOD OF FORMING SOLDER BUMPS ON SOLID STATE MODULE INCLUDING PRINTED CIRUCUIT BOARD,H01L,3,,SUBSTRATE FOR ORGANIC ELECTRONIC DEVICE,H01L,0.5900863409042358,True
BGE-base-en-v1.5,9425060.0,Method for Fabricating Multiple Layers of Ultra Narrow Silicon Wires,H01L,1,9793221.0,SEMICONDUCTOR DEVICE MOUNTING METHOD,H01L,0.6044204831123352,True
BGE-base-en-v1.5,9425060.0,Method for Fabricating Multiple Layers of Ultra Narrow Silicon Wires,H01L,2,,METHOD OF FORMING SOLDER BUMPS ON SOLID STATE MODULE INCLUDING PRINTED CIRUCUIT BOARD,H01L,0.5906771421432495,True
BGE-base-en-v1.5,9425060.0,Method for Fabricating Multiple Layers of Ultra Narrow Silicon Wires,H01L,3,9443841.0,ELECTROSTATIC DISCHARGE PROTECTION STRUCTURE CAPABLE OF PREVENTING LATCH-UP ISSUE CAUSED BY UNEXPECTED NOISE,H01L,0.5867554545402527,True
BGE-base-en-v1.5,9900229.0,Network-Connectivity Detection,H04L,1,,"DATA PROCESSING DEVICE, DATA COMMUNICATION DEVICE, COMMUNICATION SYSTEM, DATA PROCESSING METHOD, DATA COMMUNICATION METHOD, AND PROGRAM",H04L,0.6172332763671875,True
BGE-base-en-v1.5,9900229.0,Network-Connectivity Detection,H04L,2,,Methods of Treating Diseases,G06F,0.5654041767120361,False
BGE-base-en-v1.5,9900229.0,Network-Connectivity Detection,H04L,3,9983897.0,MAINTAINING VIRTUAL MACHINES FOR CLOUD-BASED OPERATORS IN A STREAMING APPLICATION IN A READY STATE,G06F,0.5445837378501892,False
BGE-base-en-v1.5,9830464.0,FORMAT PRESERVING ENCRYPTION,H04L,1,9578036.0,Access Revocation,G06F,0.5931640267372131,False
BGE-base-en-v1.5,9830464.0,FORMAT PRESERVING ENCRYPTION,H04L,2,,"DATA PROCESSING DEVICE, DATA COMMUNICATION DEVICE, COMMUNICATION SYSTEM, DATA PROCESSING METHOD, DATA COMMUNICATION METHOD, AND PROGRAM",H04L,0.5924350619316101,True
BGE-base-en-v1.5,9830464.0,FORMAT PRESERVING ENCRYPTION,H04L,3,,SEMANTIC STRUCTURE SEARCH DEVICE AND SEMANTIC STRUCTURE SEARCH METHOD,G06F,0.5872463583946228,False
BGE-base-en-v1.5,9774467.0,Distributed Intelligent Modules System Using Power-line Communication for Electrical Appliance Automation,H04L,1,,"POWER-SAVING CONTROL SYSTEM, CONTROL DEVICE, CONTROL METHOD, AND CONTROL PROGRAM FOR SERVER EQUIPPED WITH NON-VOLATILE MEMORY",G06F,0.5889018774032593,False
BGE-base-en-v1.5,9774467.0,Distributed Intelligent Modules System Using Power-line Communication for Electrical Appliance Automation,H04L,2,9793221.0,SEMICONDUCTOR DEVICE MOUNTING METHOD,H01L,0.586121141910553,False
BGE-base-en-v1.5,9774467.0,Distributed Intelligent Modules System Using Power-line Communication for Electrical Appliance Automation,H04L,3,9443841.0,ELECTROSTATIC DISCHARGE PROTECTION STRUCTURE CAPABLE OF PREVENTING LATCH-UP ISSUE CAUSED BY UNEXPECTED NOISE,H01L,0.5818893909454346,False
BGE-base-en-v1.5,9930383.0,"APPARATUS FOR TRANSMITTING BROADCAST SIGNALS, APPARATUS FOR RECEIVING BROADCAST SIGNALS, METHOD FOR TRANSMITTING BROADCAST SIGNALS AND METHOD FOR RECEIVING BROADCAST SIGNALS",H04L,1,,"DATA PROCESSING DEVICE, DATA COMMUNICATION DEVICE, COMMUNICATION SYSTEM, DATA PROCESSING METHOD, DATA COMMUNICATION METHOD, AND PROGRAM",H04L,0.7002279162406921,True
BGE-base-en-v1.5,9930383.0,"APPARATUS FOR TRANSMITTING BROADCAST SIGNALS, APPARATUS FOR RECEIVING BROADCAST SIGNALS, METHOD FOR TRANSMITTING BROADCAST SIGNALS AND METHOD FOR RECEIVING BROADCAST SIGNALS",H04L,2,,SEMANTIC STRUCTURE SEARCH DEVICE AND SEMANTIC STRUCTURE SEARCH METHOD,G06F,0.5899825692176819,False
BGE-base-en-v1.5,9930383.0,"APPARATUS FOR TRANSMITTING BROADCAST SIGNALS, APPARATUS FOR RECEIVING BROADCAST SIGNALS, METHOD FOR TRANSMITTING BROADCAST SIGNALS AND METHOD FOR RECEIVING BROADCAST SIGNALS",H04L,3,,METHOD OF FORMING SOLDER BUMPS ON SOLID STATE MODULE INCLUDING PRINTED CIRUCUIT BOARD,H01L,0.5653960108757019,False
BGE-base-en-v1.5,,"DATA PROCESSING DEVICE, DATA COMMUNICATION DEVICE, COMMUNICATION SYSTEM, DATA PROCESSING METHOD, DATA COMMUNICATION METHOD, AND PROGRAM",H04L,1,9930383.0,"APPARATUS FOR TRANSMITTING BROADCAST SIGNALS, APPARATUS FOR RECEIVING BROADCAST SIGNALS, METHOD FOR TRANSMITTING BROADCAST SIGNALS AND METHOD FOR RECEIVING BROADCAST SIGNALS",H04L,0.7002279162406921,True
BGE-base-en-v1.5,,"DATA PROCESSING DEVICE, DATA COMMUNICATION DEVICE, COMMUNICATION SYSTEM, DATA PROCESSING METHOD, DATA COMMUNICATION METHOD, AND PROGRAM",H04L,2,,"POWER-SAVING CONTROL SYSTEM, CONTROL DEVICE, CONTROL METHOD, AND CONTROL PROGRAM FOR SERVER EQUIPPED WITH NON-VOLATILE MEMORY",G06F,0.6404435038566589,False
BGE-base-en-v1.5,,"DATA PROCESSING DEVICE, DATA COMMUNICATION DEVICE, COMMUNICATION SYSTEM, DATA PROCESSING METHOD, DATA COMMUNICATION METHOD, AND PROGRAM",H04L,3,9900229.0,Network-Connectivity Detection,H04L,0.6172332763671875,True
